,ID,Alamosite,Chalcophyllite,Gypsum,Orpiment,Junitoite,Phoenicochroite,Groutite,Zykaite,Weloganite,Diadochite,Semseyite,Creedite,Xieite,Eveite,Rutile,Tyrolite,Feroxyhyte,Kostovite
1242,Ast_001243,2526.0,3399.0,4209.0,3593.0,2507.0,3315.0,12092.0,4088.0,3848.0,2301.0,4566.0,10969.0,2814.0,4860.0,3310.0,2906.0,3117.0,3372.0
1243,Ast_001244,4575.0,2011.0,1907.0,2639.0,4591.0,3586.0,20311.0,3701.0,2808.0,5585.0,3631.0,8122.0,5493.0,2632.0,1612.0,2813.0,4662.0,3472.0
1244,Ast_001245,2759.0,4812.0,1474.0,2730.0,4173.0,2268.0,13027.0,5037.0,3022.0,4130.0,2420.0,8391.0,5186.0,2475.0,4276.0,4380.0,4858.0,2549.0
1245,Ast_001246,3167.0,4838.0,1723.0,3288.0,3776.0,2271.0,14649.0,5681.0,3081.0,4023.0,2590.0,10070.0,4310.0,2188.0,3999.0,4455.0,3996.0,3063.0
1246,Ast_001247,4400.0,2330.0,2224.0,4343.0,1569.0,3867.0,19618.0,1812.0,3859.0,2386.0,2542.0,13225.0,2186.0,4360.0,2186.0,2764.0,2494.0,4209.0
1247,Ast_001248,1532.0,3601.0,3048.0,4002.0,4097.0,2436.0,8120.0,2461.0,5162.0,2878.0,3667.0,12216.0,4224.0,2981.0,1329.0,2995.0,1655.0,4002.0
1248,Ast_001249,1732.0,4615.0,4356.0,3684.0,3914.0,2321.0,8923.0,2516.0,5359.0,3538.0,3862.0,11252.0,4490.0,3585.0,1863.0,3082.0,2113.0,3715.0
1249,Ast_001250,4621.0,4762.0,2425.0,1826.0,5134.0,1882.0,20494.0,2416.0,4264.0,4216.0,2051.0,5670.0,4281.0,2434.0,1302.0,2402.0,3367.0,979.0
1250,Ast_001251,1708.0,3861.0,4505.0,3674.0,2856.0,2864.0,8833.0,4101.0,4072.0,2450.0,4114.0,11226.0,3452.0,5463.0,3157.0,3200.0,3270.0,3118.0
1251,Ast_001252,1648.0,3892.0,1000224.793,4036.0,3547.0,2262.0,8598.0,2971.0,5140.0,3500.0,4022.0,12309.0,4208.0,3020.0,2338.0,3596.0,1561.0,4153.0
1252,Ast_001253,4528.0,4456.0,2115.0,2900.0,4729.0,2002.0,20116.0,1876.0,3882.0,5304.0,2104.0,8900.0,3397.0,2227.0,1483.0,2721.0,3415.0,2623.0
1253,Ast_001254,4241.0,4403.0,1866.0,2086.0,5476.0,1228.0,18967.0,2389.0,3289.0,5180.0,2116.0,6460.0,4076.0,2422.0,1280.0,2748.0,2991.0,1903.0
1254,Ast_001255,4859.0,2357.0,2106.0,3617.0,4544.0,3740.0,21428.0,4091.0,3035.0,5427.0,3857.0,11053.0,5807.0,2507.0,1756.0,2865.0,5075.0,3391.0
1255,Ast_001256,2833.0,4852.0,1765.0,2994.0,3775.0,2781.0,13335.0,4178.0,3572.0,4204.0,2170.0,,4672.0,2243.0,4612.0,4480.0,4706.0,3069.0
1256,Ast_001257,4956.0,2369.0,1789.0,2972.0,4567.0,3499.0,21835.0,3811.0,2721.0,4898.0,3993.0,9093.0,4871.0,3046.0,1766.0,2813.0,4880.0,4219.0
1257,Ast_001258,1513.0,4179.0,3595.0,4131.0,3659.0,2562.0,8044.0,2427.0,4155.0,2391.0,4203.0,12585.0,4212.0,3196.0,2111.0,2320.0,2160.0,3886.0
1258,Ast_001259,4386.0,4518.0,4439.0,1859.0,4655.0,1391.0,19548.0,4743.0,1117.0,2862.0,2043.0,5785.0,3470.0,6133.0,3222.0,4365.0,4279.0,2753.0
1259,Ast_001260,1532.0,3451.0,4849.0,3722.0,2547.0,3150.0,8141.0,4528.0,3958.0,2766.0,4489.0,11361.0,3163.0,4577.0,3418.0,2718.0,3040.0,3067.0
1260,Ast_001261,4455.0,2447.0,2154.0,3136.0,4114.0,3411.0,19820.0,4126.0,3028.0,4697.0,3828.0,9608.0,4944.0,2599.0,2633.0,2598.0,4872.0,3560.0
1261,Ast_001262,3817.0,4858.0,5053.0,1546.0,4096.0,3074.0,17273.0,4914.0,1439.0,1535.0,2555.0,4842.0,2282.0,4523.0,3145.0,4065.0,4113.0,2813.0
1262,Ast_001263,4148.0,1602.0,1332.0,4028.0,1654.0,4188.0,18574.0,1956.0,3765.0,2764.0,2240.0,12287.0,2955.0,4505.0,2128.0,3278.0,2542.0,3390.0
1263,Ast_001264,4384.0,2220.0,2138.0,2790.0,4127.0,3662.0,19535.0,3952.0,2341.0,5076.0,4469.0,8574.0,5309.0,2749.0,1193.0,2639.0,5643.0,3821.0
1264,Ast_001265,4415.0,2159.0,1807.0,3274.0,3880.0,3926.0,19647.0,4190.0,3429.0,5321.0,3596.0,10032.0,4321.0,2496.0,2864.0,2834.0,4988.0,3298.0
1265,Ast_001266,3710.0,1366.0,1499.0,5032.0,2136.0,3732.0,16842.0,1739.0,4028.0,2142.0,3010.0,15285.0,2567.0,4451.0,2370.0,3194.0,2598.0,3831.0
1266,Ast_001267,3651.0,2257.0,1576.0,4472.0,1920.0,3862.0,16614.0,1812.0,3837.0,2552.0,2501.0,13618.0,2969.0,4365.0,2963.0,3414.0,1907.0,3817.0
1267,Ast_001268,4514.0,2686.0,2315.0,2627.0,4187.0,3720.0,20064.0,3562.0,2719.0,5510.0,4276.0,8093.0,4958.0,2410.0,1630.0,3398.0,5196.0,2680.0
1268,Ast_001269,1990.0,4234.0,3800.0,2988.0,3970.0,1651.0,9959.0,2636.0,4689.0,2673.0,4630.0,9165.0,4192.0,2958.0,1533.0,2422.0,1894.0,4148.0
1269,Ast_001270,2792.0,5147.0,1286.0,3231.0,4399.0,2968.0,13161.0,4864.0,2970.0,3504.0,1802.0,9887.0,4782.0,2267.0,4437.0,4950.0,4928.0,2352.0
1270,Ast_001271,4218.0,1740.0,1967.0,4199.0,1609.0,3923.0,18867.0,2121.0,3796.0,2270.0,3485.0,12802.0,2773.0,4261.0,2074.0,3222.0,3486.0,3534.0
1271,Ast_001272,2539.0,4396.0,4221.0,3361.0,3404.0,2072.0,12153.0,2302.0,4769.0,3115.0,4371.0,10268.0,4114.0,2477.0,1856.0,2592.0,1407.0,4421.0
1272,Ast_001273,4275.0,4871.0,2780.0,2550.0,4746.0,1801.0,19122.0,2144.0,4467.0,4547.0,2384.0,7864.0,4221.0,2324.0,1479.0,2398.0,3018.0,2169.0
1273,Ast_001274,4295.0,4667.0,2765.0,2206.0,4966.0,1039.0,19178.0,3102.0,4234.0,5672.0,2181.0,6824.0,3749.0,2088.0,1760.0,2417.0,3156.0,1138.0
1274,Ast_001275,3566.0,4407.0,4701.0,1817.0,4773.0,3426.0,16263.0,4109.0,1204.0,1974.0,2692.0,5646.0,3490.0,4777.0,2796.0,4084.0,4929.0,2961.0
1275,Ast_001276,2820.0,4576.0,1569.0,2785.0,4324.0,2253.0,13277.0,5083.0,3136.0,4083.0,2199.0,8558.0,4484.0,1678.0,4180.0,4928.0,5090.0,3522.0
1276,Ast_001277,4551.0,2527.0,2271.0,2897.0,4438.0,3775.0,20198.0,4837.0,2852.0,4846.0,3852.0,8904.0,4204.0,2670.0,1356.0,2714.0,4692.0,3913.0
1277,Ast_001278,4489.0,4452.0,2545.0,2392.0,4791.0,1112.0,19936.0,1899.0,4207.0,4456.0,2409.0,7367.0,4020.0,2415.0,2202.0,2345.0,2742.0,2096.0
1278,Ast_001279,4635.0,2046.0,1875.0,3038.0,4114.0,4085.0,20520.0,3678.0,2816.0,4493.0,4158.0,9309.0,4491.0,2713.0,2056.0,2990.0,4539.0,3585.0
1279,Ast_001280,2988.0,3958.0,4271.0,3479.0,2711.0,3593.0,13943.0,4202.0,3414.0,3185.0,4320.0,10625.0,3294.0,5069.0,3391.0,3087.0,3196.0,3646.0
1280,Ast_001281,4404.0,4796.0,2943.0,2416.0,4131.0,1602.0,19629.0,1920.0,3996.0,4586.0,2247.0,7457.0,4237.0,2184.0,2370.0,2455.0,2506.0,2239.0
1281,Ast_001282,4076.0,4890.0,4485.0,1748.0,4542.0,1755.0,18314.0,,1430.0,2101.0,2964.0,5425.0,2469.0,4992.0,2902.0,3702.0,5179.0,2694.0
1282,Ast_001283,4051.0,4594.0,3243.0,2426.0,5121.0,1883.0,18200.0,1784.0,4276.0,5363.0,1963.0,7475.0,4075.0,1661.0,665.0,2598.0,3308.0,1865.0
1283,Ast_001284,2118.0,3243.0,3919.0,3528.0,4174.0,2808.0,10463.0,3045.0,4100.0,2926.0,4156.0,10802.0,4347.0,2417.0,1514.0,2977.0,2016.0,4466.0
1284,Ast_001285,1963.0,3901.0,4218.0,3516.0,2806.0,3834.0,9856.0,3090.0,3886.0,2450.0,4450.0,10748.0,2205.0,1000211.197,3029.0,3079.0,3268.0,3098.0
1285,Ast_001286,4058.0,4327.0,2693.0,2116.0,4465.0,1992.0,18225.0,1939.0,4195.0,4555.0,2264.0,6555.0,4014.0,2623.0,1140.0,2739.0,2551.0,2086.0
1286,Ast_001287,3891.0,2035.0,1668.0,4577.0,1699.0,4099.0,17562.0,1195.0,3675.0,2665.0,3409.0,13939.0,3434.0,4613.0,2599.0,3326.0,3080.0,3852.0
1287,Ast_001288,4252.0,2237.0,1770.0,2842.0,4371.0,4224.0,19016.0,4230.0,3088.0,4106.0,4111.0,8737.0,5275.0,1974.0,2505.0,2818.0,4946.0,3975.0
1288,Ast_001289,2994.0,4209.0,1198.0,2867.0,4667.0,2528.0,13992.0,5297.0,2741.0,3837.0,2182.0,8811.0,4892.0,1974.0,4292.0,5192.0,4596.0,2897.0
1289,Ast_001290,2863.0,4120.0,1441.0,3155.0,3708.0,2347.0,13451.0,3800.0,3403.0,4275.0,2090.0,9662.0,4402.0,1873.0,4423.0,4652.0,4335.0,3628.0
1290,Ast_001291,1988.0,4576.0,3799.0,3597.0,4057.0,2220.0,9957.0,2175.0,4799.0,3346.0,3759.0,10977.0,4608.0,3283.0,1548.0,3059.0,1514.0,4640.0
1291,Ast_001292,4488.0,1976.0,1454.0,4251.0,1582.0,4390.0,19971.0,1355.0,4170.0,2407.0,3123.0,12943.0,2416.0,4446.0,2277.0,2830.0,1986.0,2794.0
1292,Ast_001293,4244.0,4578.0,4897.0,2066.0,4265.0,972.0,18974.0,4618.0,1541.0,1738.0,3187.0,6398.0,2677.0,5085.0,2849.0,4196.0,4252.0,2822.0
1293,Ast_001294,1944.0,3699.0,4364.0,3824.0,3006.0,3415.0,9766.0,4236.0,3892.0,2902.0,4279.0,11679.0,2579.0,5133.0,3762.0,2776.0,3348.0,3104.0
1294,Ast_001295,2945.0,3565.0,1979.0,2933.0,4266.0,2441.0,13784.0,4412.0,3331.0,4201.0,2526.0,8997.0,4586.0,2266.0,4096.0,4502.0,3944.0,3317.0
1295,Ast_001296,4441.0,2211.0,1623.0,4625.0,1872.0,3900.0,19747.0,1791.0,4000.0,2861.0,3079.0,14079.0,2957.0,5086.0,2519.0,3047.0,2454.0,4069.0
1296,Ast_001297,2822.0,4764.0,1253.0,2911.0,3607.0,2235.0,13281.0,4146.0,2762.0,3630.0,2360.0,8920.0,4688.0,1937.0,4037.0,3834.0,6063.0,2562.0
1297,Ast_001298,4716.0,4619.0,2675.0,1752.0,4273.0,1968.0,20875.0,2041.0,4628.0,5163.0,2493.0,5457.0,3501.0,3108.0,1986.0,2437.0,3083.0,1663.0
1298,Ast_001299,3853.0,1613.0,2092.0,4723.0,1950.0,3697.0,17402.0,1552.0,3904.0,3220.0,3397.0,14367.0,3043.0,4307.0,1000281.596,3277.0,2514.0,3469.0
1299,Ast_001300,3371.0,4001.0,1754.0,3097.0,3544.0,2422.0,15496.0,4777.0,3147.0,3879.0,2112.0,9475.0,4752.0,2022.0,4335.0,5263.0,3821.0,3065.0
1300,Ast_001301,2083.0,4138.0,3700.0,3210.0,3772.0,1887.0,10357.0,2669.0,4777.0,3356.0,4171.0,9843.0,4567.0,2884.0,1437.0,2953.0,1802.0,4263.0
1301,Ast_001302,4811.0,2024.0,2273.0,2875.0,4323.0,3853.0,21260.0,3689.0,2964.0,4709.0,3459.0,8821.0,4828.0,2756.0,1701.0,2781.0,4436.0,3749.0
1302,Ast_001303,4601.0,,2577.0,2163.0,4857.0,1375.0,20410.0,1773.0,4326.0,5467.0,2258.0,6689.0,4191.0,2446.0,1473.0,2402.0,3061.0,1873.0
1303,Ast_001304,4460.0,4752.0,3260.0,2201.0,4662.0,1480.0,19832.0,2277.0,4143.0,4681.0,2081.0,6801.0,3877.0,2347.0,1819.0,2640.0,3714.0,1421.0
1304,Ast_001305,1871.0,3962.0,4622.0,3751.0,2725.0,3465.0,9491.0,4357.0,4027.0,2611.0,4629.0,11444.0,3033.0,5487.0,3272.0,3141.0,3325.0,3358.0
1305,Ast_001306,2071.0,3630.0,4280.0,4289.0,2978.0,3396.0,10289.0,3738.0,4081.0,2805.0,4884.0,13063.0,2038.0,4902.0,3303.0,2973.0,3413.0,2838.0
1306,Ast_001307,2180.0,4140.0,4740.0,3639.0,2575.0,2777.0,10730.0,3489.0,2981.0,2469.0,4244.0,11097.0,3217.0,4355.0,3193.0,2960.0,3327.0,3204.0
1307,Ast_001308,4626.0,2127.0,2060.0,4006.0,1917.0,3918.0,20499.0,1349.0,3895.0,3032.0,2976.0,12231.0,2966.0,4555.0,2292.0,3324.0,2337.0,3608.0
1308,Ast_001309,4483.0,4721.0,1798.0,2546.0,5084.0,1684.0,19937.0,2007.0,4857.0,4626.0,1939.0,7843.0,3654.0,1675.0,1728.0,2602.0,3239.0,1287.0
1309,Ast_001310,2945.0,4733.0,1863.0,3144.0,4134.0,2237.0,13772.0,4333.0,3332.0,4085.0,2279.0,9629.0,4211.0,1661.0,4084.0,4601.0,4300.0,3030.0
1310,Ast_001311,4643.0,1998.0,1815.0,2239.0,4249.0,3869.0,20571.0,4015.0,2509.0,5095.0,3544.0,6918.0,4628.0,2689.0,2439.0,2679.0,4647.0,2877.0
1311,Ast_001312,4311.0,1676.0,1481.0,4763.0,1894.0,3679.0,19230.0,1902.0,3690.0,2325.0,3446.0,14493.0,2909.0,4575.0,2831.0,3273.0,2486.0,3501.0
1312,Ast_001313,2198.0,3498.0,3372.0,3637.0,3760.0,2280.0,10796.0,2492.0,4551.0,3229.0,4273.0,11104.0,4223.0,3942.0,1652.0,3250.0,1856.0,4312.0
1313,Ast_001314,2456.0,4093.0,4070.0,3016.0,3697.0,2313.0,11833.0,2189.0,4992.0,3332.0,4498.0,9248.0,4318.0,3236.0,2086.0,3781.0,2195.0,3901.0
1314,Ast_001315,1394.0,3672.0,3596.0,3375.0,4041.0,1970.0,7574.0,2301.0,5311.0,2860.0,3684.0,10315.0,4157.0,3669.0,1362.0,2657.0,1631.0,4193.0
1315,Ast_001316,3872.0,4485.0,1928.0,2314.0,4805.0,1812.0,17506.0,2474.0,4834.0,5055.0,2560.0,7139.0,3989.0,2379.0,1812.0,2663.0,3225.0,1849.0
1316,Ast_001317,2779.0,5059.0,1521.0,2505.0,4216.0,2212.0,13137.0,4822.0,3341.0,3906.0,1771.0,7718.0,4871.0,1851.0,4041.0,4952.0,4563.0,3043.0
1317,Ast_001318,3852.0,4331.0,5121.0,1792.0,4063.0,2082.0,17425.0,4513.0,1968.0,3095.0,1989.0,5575.0,2227.0,4857.0,2428.0,4361.0,4082.0,2520.0
1318,Ast_001319,1843.0,3773.0,4030.0,3189.0,4001.0,2492.0,9361.0,2102.0,4709.0,2392.0,4701.0,9766.0,4348.0,2486.0,1919.0,3580.0,1678.0,3745.0
1319,Ast_001320,3819.0,1761.0,2015.0,4495.0,1665.0,,17264.0,1251.0,3981.0,2840.0,2732.0,13691.0,2099.0,4649.0,2475.0,3169.0,2558.0,3871.0
1320,Ast_001321,2687.0,4545.0,1530.0,3169.0,3806.0,2696.0,12749.0,4625.0,2962.0,4006.0,2076.0,9700.0,4525.0,1541.0,3955.0,3359.0,4893.0,2679.0
1321,Ast_001322,2856.0,4502.0,1433.0,3145.0,3866.0,2432.0,13425.0,4671.0,3166.0,4103.0,1647.0,9624.0,4247.0,1690.0,4022.0,4791.0,5172.0,3153.0
1322,Ast_001323,3930.0,4643.0,4953.0,1824.0,4413.0,2718.0,17719.0,4569.0,1206.0,1988.0,3190.0,5670.0,3004.0,4347.0,2642.0,4296.0,4614.0,2787.0
1323,Ast_001324,4753.0,4474.0,2863.0,1685.0,5123.0,1674.0,21031.0,2250.0,4074.0,5114.0,2551.0,5271.0,3765.0,2211.0,1006.0,1908.0,3038.0,2546.0
1324,Ast_001325,2881.0,4342.0,1555.0,2807.0,3822.0,2267.0,13517.0,4374.0,3118.0,4108.0,1703.0,8597.0,4797.0,2135.0,4125.0,5023.0,4630.0,3285.0
1325,Ast_001326,2822.0,4941.0,1710.0,2891.0,3949.0,2604.0,13297.0,4432.0,3020.0,3438.0,1876.0,8879.0,4441.0,1830.0,4558.0,4764.0,4367.0,2549.0
1326,Ast_001327,2831.0,,1860.0,3215.0,3662.0,2500.0,13328.0,4637.0,2894.0,4221.0,2265.0,9864.0,4032.0,1980.0,4086.0,4472.0,4545.0,3088.0
1327,Ast_001328,2506.0,4426.0,4040.0,3566.0,4054.0,2520.0,12018.0,2889.0,4857.0,3015.0,3731.0,10899.0,4077.0,3684.0,2215.0,3444.0,2007.0,4956.0
1328,Ast_001329,4876.0,2139.0,1915.0,3137.0,4592.0,3643.0,21502.0,3641.0,3287.0,5313.0,3661.0,9615.0,4817.0,2632.0,1663.0,2964.0,4815.0,3824.0
1329,Ast_001330,3783.0,4842.0,2434.0,1775.0,5304.0,1227.0,17129.0,1708.0,3864.0,4866.0,2178.0,5535.0,3849.0,2155.0,1417.0,2333.0,2826.0,2142.0
1330,Ast_001331,3753.0,1480.0,2242.0,3795.0,1814.0,4146.0,17006.0,2101.0,4032.0,3043.0,2946.0,11596.0,3196.0,4931.0,2597.0,3063.0,2466.0,4373.0
1331,Ast_001332,2130.0,4199.0,3523.0,3250.0,4130.0,2279.0,10532.0,2944.0,5199.0,2966.0,3915.0,9944.0,4191.0,,1839.0,3321.0,1520.0,4003.0
1332,Ast_001333,2145.0,4011.0,4023.0,3294.0,3765.0,2386.0,10586.0,2557.0,4996.0,2753.0,3681.0,10077.0,4352.0,2483.0,1833.0,3426.0,1958.0,3953.0
1333,Ast_001334,3008.0,4098.0,1917.0,2646.0,3845.0,2650.0,14039.0,4663.0,2418.0,4278.0,2599.0,8125.0,4474.0,1486.0,4125.0,4959.0,4553.0,2670.0
1334,Ast_001335,2280.0,3833.0,3550.0,3458.0,3827.0,2287.0,11109.0,2543.0,4427.0,2830.0,3919.0,10569.0,3990.0,2883.0,1544.0,2757.0,2191.0,4137.0
1335,Ast_001336,4762.0,1677.0,1672.0,3044.0,4511.0,4228.0,21045.0,3966.0,3218.0,4512.0,4232.0,9341.0,4796.0,2414.0,2823.0,2518.0,4774.0,2445.0
1336,Ast_001337,3296.0,4886.0,1857.0,2623.0,4170.0,2788.0,15190.0,4156.0,2933.0,3727.0,2157.0,8052.0,4722.0,1933.0,4212.0,4818.0,5187.0,2797.0
1337,Ast_001338,3982.0,4642.0,5086.0,2273.0,4416.0,3418.0,17915.0,4518.0,2039.0,2166.0,2616.0,7024.0,3019.0,4847.0,2448.0,3916.0,5762.0,2734.0
1338,Ast_001339,4468.0,1689.0,1998.0,3411.0,4334.0,3446.0,19876.0,4270.0,2880.0,4355.0,4013.0,10414.0,5013.0,2725.0,2076.0,2759.0,4921.0,3757.0
1339,Ast_001340,4176.0,4497.0,2135.0,2524.0,4706.0,1109.0,18721.0,2514.0,4060.0,4670.0,2041.0,7760.0,4253.0,2453.0,2159.0,2414.0,3270.0,1584.0
1340,Ast_001341,4085.0,4894.0,2247.0,2422.0,4563.0,1143.0,18341.0,2298.0,4081.0,4654.0,1860.0,7451.0,3980.0,2690.0,2021.0,2362.0,3526.0,1585.0
1341,Ast_001342,1970.0,3838.0,4406.0,3610.0,2504.0,3279.0,9868.0,4288.0,4189.0,2885.0,4345.0,11032.0,3224.0,4421.0,3095.0,3476.0,3550.0,2890.0
1342,Ast_001343,3897.0,1306.0,1622.0,4224.0,1811.0,3821.0,17596.0,1527.0,3549.0,2601.0,2827.0,12862.0,2654.0,4466.0,2105.0,3267.0,2702.0,3861.0
1343,Ast_001344,3847.0,1824.0,1602.0,4327.0,2000.0,3795.0,17388.0,2033.0,3762.0,2891.0,2652.0,13186.0,2441.0,3509.0,1877.0,3305.0,2485.0,3473.0
1344,Ast_001345,4379.0,4967.0,3013.0,1925.0,4952.0,2277.0,19517.0,1899.0,4171.0,5280.0,2144.0,5979.0,4443.0,2104.0,1380.0,2241.0,3215.0,1808.0
1345,Ast_001346,1602.0,3705.0,4656.0,3121.0,2469.0,3748.0,8404.0,4231.0,3680.0,2842.0,4363.0,9567.0,3140.0,4977.0,3563.0,2963.0,3152.0,2988.0
1346,Ast_001347,4231.0,4680.0,4977.0,1848.0,4219.0,2294.0,18918.0,4931.0,1058.0,2695.0,3051.0,5742.0,3125.0,5051.0,2742.0,4105.0,4226.0,2433.0
1347,Ast_001348,4265.0,5016.0,4937.0,1708.0,4169.0,2494.0,19048.0,4901.0,1760.0,3378.0,2650.0,5333.0,2770.0,4897.0,2881.0,4669.0,4637.0,2410.0
1348,Ast_001349,2832.0,4134.0,1973.0,2408.0,3561.0,2199.0,13338.0,5135.0,3549.0,4010.0,1930.0,7440.0,4157.0,1701.0,4012.0,4159.0,4665.0,3312.0
1349,Ast_001350,2808.0,3905.0,1952.0,2731.0,3723.0,2179.0,13233.0,4431.0,2935.0,3337.0,2131.0,8388.0,4376.0,2134.0,4257.0,4131.0,4085.0,3198.0
1350,Ast_001351,2201.0,3521.0,4504.0,3647.0,2870.0,3505.0,10791.0,4339.0,3706.0,1832.0,4485.0,11155.0,2647.0,4810.0,3291.0,2953.0,2957.0,3000.0
1351,Ast_001352,4226.0,4252.0,5103.0,2663.0,4625.0,2875.0,18929.0,4501.0,2056.0,2232.0,3051.0,8184.0,1919.0,5129.0,2610.0,4452.0,5043.0,2619.0
1352,Ast_001353,2913.0,4675.0,1590.0,2321.0,3837.0,2094.0,13643.0,4279.0,3170.0,4126.0,1649.0,7159.0,,2115.0,4161.0,4373.0,4838.0,3014.0
1353,Ast_001354,2744.0,3722.0,1557.0,2896.0,3511.0,1920.0,12982.0,4758.0,3002.0,4513.0,2432.0,8893.0,4453.0,2184.0,3742.0,4468.0,4275.0,3043.0
1354,Ast_001355,2305.0,3484.0,4508.0,3679.0,2771.0,3329.0,11208.0,3849.0,3687.0,1810.0,4640.0,11246.0,2438.0,5182.0,3230.0,3409.0,3149.0,2959.0
1355,Ast_001356,2017.0,4658.0,3637.0,4002.0,3926.0,2066.0,10077.0,2715.0,4960.0,2853.0,3934.0,12197.0,4214.0,3631.0,1362.0,3213.0,1623.0,3857.0
1356,Ast_001357,4069.0,4341.0,4672.0,1610.0,4992.0,2417.0,18285.0,4728.0,1727.0,1767.0,3769.0,5034.0,2480.0,5323.0,2588.0,4091.0,4599.0,2747.0
1357,Ast_001358,2370.0,3346.0,4367.0,3852.0,2341.0,3708.0,11478.0,4174.0,3907.0,2951.0,4577.0,11755.0,2394.0,4835.0,3512.0,2991.0,3318.0,3356.0
1358,Ast_001359,1799.0,4009.0,3551.0,3757.0,3726.0,2488.0,9205.0,2230.0,4833.0,2828.0,4252.0,11481.0,3933.0,3486.0,2186.0,3443.0,2003.0,3528.0
1359,Ast_001360,3947.0,4382.0,4743.0,1696.0,3852.0,2849.0,17782.0,4834.0,1471.0,2295.0,2472.0,5283.0,3296.0,4728.0,3206.0,3773.0,4432.0,2481.0
1360,Ast_001361,4003.0,4515.0,4699.0,2206.0,4169.0,2437.0,18014.0,4748.0,2175.0,2223.0,3340.0,6805.0,2978.0,4814.0,2984.0,4144.0,4485.0,2627.0
1361,Ast_001362,1776.0,4283.0,3211.0,3193.0,3699.0,2369.0,9105.0,2712.0,4011.0,2760.0,4287.0,9792.0,4229.0,2990.0,2331.0,2361.0,2125.0,3969.0
1362,Ast_001363,3050.0,4574.0,1673.0,3169.0,3516.0,3102.0,14200.0,4412.0,3090.0,3951.0,1757.0,9703.0,4760.0,2228.0,4121.0,4228.0,5124.0,2713.0
1363,Ast_001364,3024.0,4350.0,1983.0,2645.0,3956.0,1946.0,14093.0,4579.0,3012.0,4235.0,2324.0,8129.0,4894.0,1855.0,4402.0,4430.0,3993.0,2843.0
1364,Ast_001365,2488.0,3783.0,4194.0,3508.0,2677.0,3863.0,11964.0,3644.0,3860.0,2207.0,4587.0,10713.0,2771.0,5820.0,3331.0,2712.0,3401.0,2891.0
1365,Ast_001366,4352.0,1595.0,2092.0,3335.0,4463.0,4238.0,19416.0,3621.0,3007.0,4976.0,4916.0,10226.0,4368.0,3069.0,2001.0,2946.0,4866.0,3645.0
1366,Ast_001367,4701.0,2063.0,1587.0,3426.0,4127.0,4202.0,20809.0,3461.0,3209.0,5183.0,4879.0,10467.0,4577.0,2933.0,2009.0,3243.0,4895.0,3264.0
1367,Ast_001368,4087.0,4722.0,2615.0,2157.0,4475.0,1666.0,18344.0,1640.0,4817.0,4952.0,2337.0,6693.0,3405.0,2326.0,1359.0,2738.0,3066.0,1666.0
1368,Ast_001369,4554.0,2085.0,1901.0,3326.0,4122.0,3555.0,20216.0,4201.0,2537.0,4819.0,3746.0,10180.0,4621.0,2654.0,1936.0,2861.0,4627.0,3265.0
1369,Ast_001370,1766.0,3468.0,4545.0,4157.0,2789.0,2724.0,9080.0,3657.0,4059.0,2573.0,4839.0,12671.0,3120.0,4640.0,3401.0,3050.0,3499.0,3029.0
1370,Ast_001371,1533.0,3883.0,3342.0,3678.0,4252.0,2368.0,8121.0,2616.0,5116.0,2708.0,3673.0,11217.0,4034.0,2941.0,1883.0,2685.0,1874.0,4241.0
1371,Ast_001372,2660.0,4603.0,2131.0,3401.0,4376.0,2176.0,12636.0,4903.0,3219.0,4220.0,1873.0,10408.0,4574.0,2375.0,3856.0,4481.0,4675.0,3367.0
1372,Ast_001373,4549.0,2382.0,2082.0,3489.0,4037.0,4262.0,20187.0,4430.0,3504.0,5588.0,3692.0,10649.0,4934.0,2760.0,2047.0,2979.0,5112.0,3554.0
1373,Ast_001374,4965.0,1466.0,2042.0,2929.0,4102.0,3811.0,21855.0,4380.0,2980.0,5104.0,4004.0,8976.0,4947.0,2631.0,2064.0,2453.0,4541.0,3882.0
1374,Ast_001375,4596.0,1000222.182,2058.0,3228.0,4793.0,3756.0,20381.0,3412.0,2225.0,5511.0,4777.0,9889.0,4671.0,2753.0,2254.0,2571.0,4317.0,3682.0
1375,Ast_001376,4128.0,4875.0,4958.0,1774.0,4083.0,2188.0,18499.0,4622.0,1274.0,2176.0,3137.0,5533.0,3341.0,5220.0,3223.0,4007.0,3673.0,2849.0
1376,Ast_001377,3363.0,4158.0,1305.0,3091.0,3916.0,2667.0,15455.0,3934.0,2921.0,4237.0,1831.0,9459.0,4710.0,1435.0,4348.0,4561.0,4611.0,2854.0
1377,Ast_001378,4373.0,1363.0,1967.0,4938.0,2085.0,4381.0,19480.0,872.0,3722.0,2458.0,2063.0,15020.0,2920.0,4456.0,2465.0,3104.0,2253.0,3830.0
1378,Ast_001379,3905.0,5051.0,4969.0,1397.0,3976.0,1934.0,17620.0,4352.0,1463.0,2601.0,2589.0,4387.0,3361.0,4653.0,3043.0,4280.0,4104.0,2657.0
1379,Ast_001380,4082.0,4588.0,4862.0,2037.0,4778.0,2125.0,18324.0,4757.0,1973.0,2220.0,2560.0,6299.0,2923.0,4783.0,2349.0,3947.0,4757.0,2922.0
1380,Ast_001381,4314.0,5132.0,5268.0,2409.0,4102.0,1719.0,19274.0,4849.0,1434.0,2699.0,2699.0,7418.0,2580.0,5058.0,2721.0,3854.0,4510.0,2459.0
