ID,Alamosite,Chalcophyllite,Gypsum,Orpiment,Junitoite,Phoenicochroite,Groutite,Zykaite,Weloganite,Diadochite,Semseyite,Creedite,Xieite,Eveite,Rutile,Tyrolite,Feroxyhyte,Kostovite
Ast_001239,5497,1589,2032,3096,4431,4045,23998,3969,2634,4946,4457,9509,4123,2511,1972,2720,4820,3506
Ast_001240,2225,3927,4358,4063,2476,3451,10898,3212,3529,2714,4121,12390,2918,4843,3425,3212,3443,2895
Ast_001241,5101,2173,2047,2959,4545,3703,22410,4371,3226,5040,4499,9072,4288,3055,2122,3019,5210,3865
Ast_001242,4947,1811,2169,3163,4286,3886,21786,3845,2850,5363,3654,9677,4725,2660,2087,3523,5221,3484
Ast_001243,2526,3399,4209,3593,2507,3315,12092,4088,3848,2301,4566,10969,2814,4860,3310,2906,3117,3372
Ast_001244,4575,2011,1907,2639,4591,3586,20311,3701,2808,5585,3631,8122,5493,2632,1612,2813,4662,3472
Ast_001245,2759,4812,1474,2730,4173,2268,13027,5037,3022,4130,2420,8391,5186,2475,4276,4380,4858,2549
Ast_001246,3167,4838,1723,3288,3776,2271,14649,5681,3081,4023,2590,10070,4310,2188,3999,4455,3996,3063
Ast_001247,4400,2330,2224,4343,1569,3867,19618,1812,3859,2386,2542,13225,2186,4360,2186,2764,2494,4209
Ast_001248,1532,3601,3048,4002,4097,2436,8120,2461,5162,2878,3667,12216,4224,2981,1329,2995,1655,4002
Ast_001249,1732,4615,4356,3684,3914,2321,8923,2516,5359,3538,3862,11252,4490,3585,1863,3082,2113,3715
Ast_001250,4621,4762,2425,1826,5134,1882,20494,2416,4264,4216,2051,5670,4281,2434,1302,2402,3367,979
Ast_001251,1708,3861,4505,3674,2856,2864,8833,4101,4072,2450,4114,11226,3452,5463,3157,3200,3270,3118
Ast_001252,1648,3892,1000224.793,4036,3547,2262,8598,2971,5140,3500,4022,12309,4208,3020,2338,3596,1561,4153
Ast_001253,4528,4456,2115,2900,4729,2002,20116,1876,3882,5304,2104,8900,3397,2227,1483,2721,3415,2623
Ast_001254,4241,4403,1866,2086,5476,1228,18967,2389,3289,5180,2116,6460,4076,2422,1280,2748,2991,1903
Ast_001255,4859,2357,2106,3617,4544,3740,21428,4091,3035,5427,3857,11053,5807,2507,1756,2865,5075,3391
Ast_001256,2833,4852,1765,2994,3775,2781,13335,4178,3572,4204,2170,,4672,2243,4612,4480,4706,3069
Ast_001257,4956,2369,1789,2972,4567,3499,21835,3811,2721,4898,3993,9093,4871,3046,1766,2813,4880,4219
Ast_001258,1513,4179,3595,4131,3659,2562,8044,2427,4155,2391,4203,12585,4212,3196,2111,2320,2160,3886
Ast_001259,4386,4518,4439,1859,4655,1391,19548,4743,1117,2862,2043,5785,3470,6133,3222,4365,4279,2753
Ast_001260,1532,3451,4849,3722,2547,3150,8141,4528,3958,2766,4489,11361,3163,4577,3418,2718,3040,3067
Ast_001261,4455,2447,2154,3136,4114,3411,19820,4126,3028,4697,3828,9608,4944,2599,2633,2598,4872,3560
Ast_001262,3817,4858,5053,1546,4096,3074,17273,4914,1439,1535,2555,4842,2282,4523,3145,4065,4113,2813
Ast_001263,4148,1602,1332,4028,1654,4188,18574,1956,3765,2764,2240,12287,2955,4505,2128,3278,2542,3390
Ast_001264,4384,2220,2138,2790,4127,3662,19535,3952,2341,5076,4469,8574,5309,2749,1193,2639,5643,3821
Ast_001265,4415,2159,1807,3274,3880,3926,19647,4190,3429,5321,3596,10032,4321,2496,2864,2834,4988,3298
Ast_001266,3710,1366,1499,5032,2136,3732,16842,1739,4028,2142,3010,15285,2567,4451,2370,3194,2598,3831
Ast_001267,3651,2257,1576,4472,1920,3862,16614,1812,3837,2552,2501,13618,2969,4365,2963,3414,1907,3817
Ast_001268,4514,2686,2315,2627,4187,3720,20064,3562,2719,5510,4276,8093,4958,2410,1630,3398,5196,2680
Ast_001269,1990,4234,3800,2988,3970,1651,9959,2636,4689,2673,4630,9165,4192,2958,1533,2422,1894,4148
Ast_001270,2792,5147,1286,3231,4399,2968,13161,4864,2970,3504,1802,9887,4782,2267,4437,4950,4928,2352
Ast_001271,4218,1740,1967,4199,1609,3923,18867,2121,3796,2270,3485,12802,2773,4261,2074,3222,3486,3534
Ast_001272,2539,4396,4221,3361,3404,2072,12153,2302,4769,3115,4371,10268,4114,2477,1856,2592,1407,4421
Ast_001273,4275,4871,2780,2550,4746,1801,19122,2144,4467,4547,2384,7864,4221,2324,1479,2398,3018,2169
Ast_001274,4295,4667,2765,2206,4966,1039,19178,3102,4234,5672,2181,6824,3749,2088,1760,2417,3156,1138
Ast_001275,3566,4407,4701,1817,4773,3426,16263,4109,1204,1974,2692,5646,3490,4777,2796,4084,4929,2961
Ast_001276,2820,4576,1569,2785,4324,2253,13277,5083,3136,4083,2199,8558,4484,1678,4180,4928,5090,3522
Ast_001277,4551,2527,2271,2897,4438,3775,20198,4837,2852,4846,3852,8904,4204,2670,1356,2714,4692,3913
Ast_001278,4489,4452,2545,2392,4791,1112,19936,1899,4207,4456,2409,7367,4020,2415,2202,2345,2742,2096
Ast_001279,4635,2046,1875,3038,4114,4085,20520,3678,2816,4493,4158,9309,4491,2713,2056,2990,4539,3585
Ast_001280,2988,3958,4271,3479,2711,3593,13943,4202,3414,3185,4320,10625,3294,5069,3391,3087,3196,3646
Ast_001281,4404,4796,2943,2416,4131,1602,19629,1920,3996,4586,2247,7457,4237,2184,2370,2455,2506,2239
Ast_001282,4076,4890,4485,1748,4542,1755,18314,,1430,2101,2964,5425,2469,4992,2902,3702,5179,2694
Ast_001283,4051,4594,3243,2426,5121,1883,18200,1784,4276,5363,1963,7475,4075,1661,665,2598,3308,1865
Ast_001284,2118,3243,3919,3528,4174,2808,10463,3045,4100,2926,4156,10802,4347,2417,1514,2977,2016,4466
Ast_001285,1963,3901,4218,3516,2806,3834,9856,3090,3886,2450,4450,10748,2205,1000211.197,3029,3079,3268,3098
Ast_001286,4058,4327,2693,2116,4465,1992,18225,1939,4195,4555,2264,6555,4014,2623,1140,2739,2551,2086
Ast_001287,3891,2035,1668,4577,1699,4099,17562,1195,3675,2665,3409,13939,3434,4613,2599,3326,3080,3852
Ast_001288,4252,2237,1770,2842,4371,4224,19016,4230,3088,4106,4111,8737,5275,1974,2505,2818,4946,3975
Ast_001289,2994,4209,1198,2867,4667,2528,13992,5297,2741,3837,2182,8811,4892,1974,4292,5192,4596,2897
Ast_001290,2863,4120,1441,3155,3708,2347,13451,3800,3403,4275,2090,9662,4402,1873,4423,4652,4335,3628
Ast_001291,1988,4576,3799,3597,4057,2220,9957,2175,4799,3346,3759,10977,4608,3283,1548,3059,1514,4640
Ast_001292,4488,1976,1454,4251,1582,4390,19971,1355,4170,2407,3123,12943,2416,4446,2277,2830,1986,2794
Ast_001293,4244,4578,4897,2066,4265,972,18974,4618,1541,1738,3187,6398,2677,5085,2849,4196,4252,2822
Ast_001294,1944,3699,4364,3824,3006,3415,9766,4236,3892,2902,4279,11679,2579,5133,3762,2776,3348,3104
Ast_001295,2945,3565,1979,2933,4266,2441,13784,4412,3331,4201,2526,8997,4586,2266,4096,4502,3944,3317
Ast_001296,4441,2211,1623,4625,1872,3900,19747,1791,4000,2861,3079,14079,2957,5086,2519,3047,2454,4069
Ast_001297,2822,4764,1253,2911,3607,2235,13281,4146,2762,3630,2360,8920,4688,1937,4037,3834,6063,2562
Ast_001298,4716,4619,2675,1752,4273,1968,20875,2041,4628,5163,2493,5457,3501,3108,1986,2437,3083,1663
Ast_001299,3853,1613,2092,4723,1950,3697,17402,1552,3904,3220,3397,14367,3043,4307,1000281.596,3277,2514,3469
Ast_001300,3371,4001,1754,3097,3544,2422,15496,4777,3147,3879,2112,9475,4752,2022,4335,5263,3821,3065
Ast_001301,2083,4138,3700,3210,3772,1887,10357,2669,4777,3356,4171,9843,4567,2884,1437,2953,1802,4263
Ast_001302,4811,2024,2273,2875,4323,3853,21260,3689,2964,4709,3459,8821,4828,2756,1701,2781,4436,3749
Ast_001303,4601,,2577,2163,4857,1375,20410,1773,4326,5467,2258,6689,4191,2446,1473,2402,3061,1873
Ast_001304,4460,4752,3260,2201,4662,1480,19832,2277,4143,4681,2081,6801,3877,2347,1819,2640,3714,1421
Ast_001305,1871,3962,4622,3751,2725,3465,9491,4357,4027,2611,4629,11444,3033,5487,3272,3141,3325,3358
Ast_001306,2071,3630,4280,4289,2978,3396,10289,3738,4081,2805,4884,13063,2038,4902,3303,2973,3413,2838
Ast_001307,2180,4140,4740,3639,2575,2777,10730,3489,2981,2469,4244,11097,3217,4355,3193,2960,3327,3204
Ast_001308,4626,2127,2060,4006,1917,3918,20499,1349,3895,3032,2976,12231,2966,4555,2292,3324,2337,3608
Ast_001309,4483,4721,1798,2546,5084,1684,19937,2007,4857,4626,1939,7843,3654,1675,1728,2602,3239,1287
Ast_001310,2945,4733,1863,3144,4134,2237,13772,4333,3332,4085,2279,9629,4211,1661,4084,4601,4300,3030
Ast_001311,4643,1998,1815,2239,4249,3869,20571,4015,2509,5095,3544,6918,4628,2689,2439,2679,4647,2877
Ast_001312,4311,1676,1481,4763,1894,3679,19230,1902,3690,2325,3446,14493,2909,4575,2831,3273,2486,3501
Ast_001313,2198,3498,3372,3637,3760,2280,10796,2492,4551,3229,4273,11104,4223,3942,1652,3250,1856,4312
Ast_001314,2456,4093,4070,3016,3697,2313,11833,2189,4992,3332,4498,9248,4318,3236,2086,3781,2195,3901
Ast_001315,1394,3672,3596,3375,4041,1970,7574,2301,5311,2860,3684,10315,4157,3669,1362,2657,1631,4193
Ast_001316,3872,4485,1928,2314,4805,1812,17506,2474,4834,5055,2560,7139,3989,2379,1812,2663,3225,1849
Ast_001317,2779,5059,1521,2505,4216,2212,13137,4822,3341,3906,1771,7718,4871,1851,4041,4952,4563,3043
Ast_001318,3852,4331,5121,1792,4063,2082,17425,4513,1968,3095,1989,5575,2227,4857,2428,4361,4082,2520
Ast_001319,1843,3773,4030,3189,4001,2492,9361,2102,4709,2392,4701,9766,4348,2486,1919,3580,1678,3745
Ast_001320,3819,1761,2015,4495,1665,,17264,1251,3981,2840,2732,13691,2099,4649,2475,3169,2558,3871
Ast_001321,2687,4545,1530,3169,3806,2696,12749,4625,2962,4006,2076,9700,4525,1541,3955,3359,4893,2679
Ast_001322,2856,4502,1433,3145,3866,2432,13425,4671,3166,4103,1647,9624,4247,1690,4022,4791,5172,3153
Ast_001323,3930,4643,4953,1824,4413,2718,17719,4569,1206,1988,3190,5670,3004,4347,2642,4296,4614,2787
Ast_001324,4753,4474,2863,1685,5123,1674,21031,2250,4074,5114,2551,5271,3765,2211,1006,1908,3038,2546
Ast_001325,2881,4342,1555,2807,3822,2267,13517,4374,3118,4108,1703,8597,4797,2135,4125,5023,4630,3285
Ast_001326,2822,4941,1710,2891,3949,2604,13297,4432,3020,3438,1876,8879,4441,1830,4558,4764,4367,2549
Ast_001327,2831,,1860,3215,3662,2500,13328,4637,2894,4221,2265,9864,4032,1980,4086,4472,4545,3088
Ast_001328,2506,4426,4040,3566,4054,2520,12018,2889,4857,3015,3731,10899,4077,3684,2215,3444,2007,4956
Ast_001329,4876,2139,1915,3137,4592,3643,21502,3641,3287,5313,3661,9615,4817,2632,1663,2964,4815,3824
Ast_001330,3783,4842,2434,1775,5304,1227,17129,1708,3864,4866,2178,5535,3849,2155,1417,2333,2826,2142
Ast_001331,3753,1480,2242,3795,1814,4146,17006,2101,4032,3043,2946,11596,3196,4931,2597,3063,2466,4373
Ast_001332,2130,4199,3523,3250,4130,2279,10532,2944,5199,2966,3915,9944,4191,,1839,3321,1520,4003
Ast_001333,2145,4011,4023,3294,3765,2386,10586,2557,4996,2753,3681,10077,4352,2483,1833,3426,1958,3953
Ast_001334,3008,4098,1917,2646,3845,2650,14039,4663,2418,4278,2599,8125,4474,1486,4125,4959,4553,2670
Ast_001335,2280,3833,3550,3458,3827,2287,11109,2543,4427,2830,3919,10569,3990,2883,1544,2757,2191,4137
Ast_001336,4762,1677,1672,3044,4511,4228,21045,3966,3218,4512,4232,9341,4796,2414,2823,2518,4774,2445
Ast_001337,3296,4886,1857,2623,4170,2788,15190,4156,2933,3727,2157,8052,4722,1933,4212,4818,5187,2797
Ast_001338,3982,4642,5086,2273,4416,3418,17915,4518,2039,2166,2616,7024,3019,4847,2448,3916,5762,2734
Ast_001339,4468,1689,1998,3411,4334,3446,19876,4270,2880,4355,4013,10414,5013,2725,2076,2759,4921,3757
Ast_001340,4176,4497,2135,2524,4706,1109,18721,2514,4060,4670,2041,7760,4253,2453,2159,2414,3270,1584
Ast_001341,4085,4894,2247,2422,4563,1143,18341,2298,4081,4654,1860,7451,3980,2690,2021,2362,3526,1585
Ast_001342,1970,3838,4406,3610,2504,3279,9868,4288,4189,2885,4345,11032,3224,4421,3095,3476,3550,2890
Ast_001343,3897,1306,1622,4224,1811,3821,17596,1527,3549,2601,2827,12862,2654,4466,2105,3267,2702,3861
Ast_001344,3847,1824,1602,4327,2000,3795,17388,2033,3762,2891,2652,13186,2441,3509,1877,3305,2485,3473
Ast_001345,4379,4967,3013,1925,4952,2277,19517,1899,4171,5280,2144,5979,4443,2104,1380,2241,3215,1808
Ast_001346,1602,3705,4656,3121,2469,3748,8404,4231,3680,2842,4363,9567,3140,4977,3563,2963,3152,2988
Ast_001347,4231,4680,4977,1848,4219,2294,18918,4931,1058,2695,3051,5742,3125,5051,2742,4105,4226,2433
Ast_001348,4265,5016,4937,1708,4169,2494,19048,4901,1760,3378,2650,5333,2770,4897,2881,4669,4637,2410
Ast_001349,2832,4134,1973,2408,3561,2199,13338,5135,3549,4010,1930,7440,4157,1701,4012,4159,4665,3312
Ast_001350,2808,3905,1952,2731,3723,2179,13233,4431,2935,3337,2131,8388,4376,2134,4257,4131,4085,3198
Ast_001351,2201,3521,4504,3647,2870,3505,10791,4339,3706,1832,4485,11155,2647,4810,3291,2953,2957,3000
Ast_001352,4226,4252,5103,2663,4625,2875,18929,4501,2056,2232,3051,8184,1919,5129,2610,4452,5043,2619
Ast_001353,2913,4675,1590,2321,3837,2094,13643,4279,3170,4126,1649,7159,,2115,4161,4373,4838,3014
Ast_001354,2744,3722,1557,2896,3511,1920,12982,4758,3002,4513,2432,8893,4453,2184,3742,4468,4275,3043
Ast_001355,2305,3484,4508,3679,2771,3329,11208,3849,3687,1810,4640,11246,2438,5182,3230,3409,3149,2959
Ast_001356,2017,4658,3637,4002,3926,2066,10077,2715,4960,2853,3934,12197,4214,3631,1362,3213,1623,3857
Ast_001357,4069,4341,4672,1610,4992,2417,18285,4728,1727,1767,3769,5034,2480,5323,2588,4091,4599,2747
Ast_001358,2370,3346,4367,3852,2341,3708,11478,4174,3907,2951,4577,11755,2394,4835,3512,2991,3318,3356
Ast_001359,1799,4009,3551,3757,3726,2488,9205,2230,4833,2828,4252,11481,3933,3486,2186,3443,2003,3528
Ast_001360,3947,4382,4743,1696,3852,2849,17782,4834,1471,2295,2472,5283,3296,4728,3206,3773,4432,2481
Ast_001361,4003,4515,4699,2206,4169,2437,18014,4748,2175,2223,3340,6805,2978,4814,2984,4144,4485,2627
Ast_001362,1776,4283,3211,3193,3699,2369,9105,2712,4011,2760,4287,9792,4229,2990,2331,2361,2125,3969
Ast_001363,3050,4574,1673,3169,3516,3102,14200,4412,3090,3951,1757,9703,4760,2228,4121,4228,5124,2713
Ast_001364,3024,4350,1983,2645,3956,1946,14093,4579,3012,4235,2324,8129,4894,1855,4402,4430,3993,2843
Ast_001365,2488,3783,4194,3508,2677,3863,11964,3644,3860,2207,4587,10713,2771,5820,3331,2712,3401,2891
Ast_001366,4352,1595,2092,3335,4463,4238,19416,3621,3007,4976,4916,10226,4368,3069,2001,2946,4866,3645
Ast_001367,4701,2063,1587,3426,4127,4202,20809,3461,3209,5183,4879,10467,4577,2933,2009,3243,4895,3264
Ast_001368,4087,4722,2615,2157,4475,1666,18344,1640,4817,4952,2337,6693,3405,2326,1359,2738,3066,1666
Ast_001369,4554,2085,1901,3326,4122,3555,20216,4201,2537,4819,3746,10180,4621,2654,1936,2861,4627,3265
Ast_001370,1766,3468,4545,4157,2789,2724,9080,3657,4059,2573,4839,12671,3120,4640,3401,3050,3499,3029
Ast_001371,1533,3883,3342,3678,4252,2368,8121,2616,5116,2708,3673,11217,4034,2941,1883,2685,1874,4241
Ast_001372,2660,4603,2131,3401,4376,2176,12636,4903,3219,4220,1873,10408,4574,2375,3856,4481,4675,3367
Ast_001373,4549,2382,2082,3489,4037,4262,20187,4430,3504,5588,3692,10649,4934,2760,2047,2979,5112,3554
Ast_001374,4965,1466,2042,2929,4102,3811,21855,4380,2980,5104,4004,8976,4947,2631,2064,2453,4541,3882
Ast_001375,4596,1000222.182,2058,3228,4793,3756,20381,3412,2225,5511,4777,9889,4671,2753,2254,2571,4317,3682
Ast_001376,4128,4875,4958,1774,4083,2188,18499,4622,1274,2176,3137,5533,3341,5220,3223,4007,3673,2849
Ast_001377,3363,4158,1305,3091,3916,2667,15455,3934,2921,4237,1831,9459,4710,1435,4348,4561,4611,2854
Ast_001378,4373,1363,1967,4938,2085,4381,19480,872,3722,2458,2063,15020,2920,4456,2465,3104,2253,3830
Ast_001379,3905,5051,4969,1397,3976,1934,17620,4352,1463,2601,2589,4387,3361,4653,3043,4280,4104,2657
Ast_001380,4082,4588,4862,2037,4778,2125,18324,4757,1973,2220,2560,6299,2923,4783,2349,3947,4757,2922
Ast_001381,4314,5132,5268,2409,4102,1719,19274,4849,1434,2699,2699,7418,2580,5058,2721,3854,4510,2459
Ast_001382,4120,1937,1328,4277,1892,3566,18495,1998,3626,2523,3136,13049,2828,4856,2354,2916,2700,3409
Ast_001383,3050,3688,3567,3734,2937,2939,14215,3979,3787,2642,4009,11410,2642,5687,3298,2970,2876,3049
Ast_001384,5211,5008,2936,2677,4416,1899,22851,2296,4376,5611,2420,8229,4311,1580,1613,2999,2965,2321
Ast_001385,1751,4065,3444,3601,3756,2003,9002,2308,5014,3443,4464,11005,3940,2954,1277,3236,2027,3855
Ast_001386,3930,1475,2042,4472,2136,3795,17728,2194,3959,3016,2513,13605,2209,4702,2120,3587,2319,3881
Ast_001387,4262,1877,1943,3248,4350,3884,19053,4252,2425,5193,3625,9952,4942,2629,1970,2486,4589,2765
Ast_001388,2712,3864,3153,3181,4148,2312,12833,2230,5065,3304,4572,9749,4402,3113,1279,2824,1918,4153
Ast_001389,4495,1998,1935,3457,4090,3703,19983,4237,2778,5546,3306,10562,5119,2888,1549,2966,5164,4131
Ast_001390,4299,4383,5287,1752,3145,1943,19187,4525,1495,1918,2719,5453,3129,5043,2836,4297,4054,2527
Ast_001391,2570,3804,3387,3895,2872,3315,12275,4127,3336,2170,4373,11880,2872,4395,3176,2831,3478,2835
Ast_001392,3503,1593,1653,4477,1949,3717,16024,2399,3477,2725,3030,13620,2602,5067,2736,3535,2851,3623
Ast_001393,4534,2218,1667,3240,4014,3783,20143,3992,2676,4699,4938,9936,4732,3034,2853,2935,5086,3547
Ast_001394,4117,1534,1667,5061,1725,4007,18484,2059,4043,2621,3496,15378,3152,4252,2775,3245,2810,3786
Ast_001395,4463,1967,2208,3059,4307,3672,19857,4275,2970,4876,4405,9368,4776,2820,2051,2812,5399,3191
Ast_001396,2532,3847,4251,kid^$,2758,3235,12131,4078,3556,2315,4589,#VALUE!,2553,4871,3150,3318,3249,2808
Ast_001397,2669,3966,1864,3172,3759,2820,12688,4497,2798,4160,2042,9730,4889,2262,4154,4689,4441,2710
Ast_001398,2167,4435,4008,3889,2873,3466,10676,3658,3425,2464,4660,11884,2989,4006,3312,2583,2976,3103
Ast_001399,4053,1535,1474,4620,1599,4058,18201,2544,3805,3000,2251,14072,3126,4746,2149,3678,3211,3744
Ast_001400,4573,1387,2419,3175,4044,3867,20281,3947,3441,4822,4035,9718,4583,2704,2215,2329,4829,3226
Ast_001401,2049,4606,3171,2663,3965,2379,10185,2441,4447,3459,3979,8193,4059,3108,1868,2884,1731,4358
Ast_001402,3509,5206,4781,1806,4435,2659,16029,4216,1834,1669,3003,5625,3107,3975,2418,4092,4248,2710
Ast_001403,4514,1867,2210,4241,1929,3759,20057,2163,4000,2612,2402,12936,2191,4898,2472,3351,2940,3822
Ast_001404,2405,3351,4600,3444,2562,3354,11611,3323,3354,3168,4576,10525,3117,5397,3672,3125,3002,3127
Ast_001405,4508,2361,2017,3439,4245,3990,20055,4539,2699,4757,3498,10525,5210,2232,2306,2658,4816,4117
Ast_001406,2272,3644,3633,3378,2843,3822,11073,3899,3187,2840,4060,10339,2786,4876,3579,2539,3382,2769
Ast_001407,3906,4654,4631,1562,4904,1665,17612,4573,1933,1696,3166,4886,2832,4872,2040,4451,4251,2597
Ast_001408,3978,2103,2070,4196,2123,4001,17904,1722,3375,2795,2879,12772,2608,4314,2362,3324,2458,3801
Ast_001409,3636,4809,4828,1984,3345,2781,16526,4157,1071,3358,3512,6137,2502,4957,3240,4079,4185,2432
Ast_001410,4558,4906,2419,2488,4864,1800,20222,2628,4361,4625,1977,7680,4340,2296,931,2376,3205,1948
Ast_001411,1738,4572,3665,3163,4340,2606,8951,2504,4862,2907,4517,9671,4196,2724,1821,3111,1243,4189
Ast_001412,1870,3718,4284,3658,2710,3574,9490,3362,3814,2204,4469,11165,2476,4900,3360,3059,3263,2953
Ast_001413,4431,4840,2415,1731,4404,1838,19734,2315,4097,4624,2161,5380,4372,2375,2208,2278,3307,2052
Ast_001414,4387,4728,2122,2369,5259,1549,19575,2762,4403,5102,1972,7325,3843,2401,1630,2499,3206,1566
Ast_001415,2065,4007,3912,4202,4197,2479,10265,2402,5171,2768,4479,12808,4463,3345,1543,3808,1362,4178
Ast_001416,4685,2121,2039,2820,4281,4039,20731,3396,2628,4735,4223,8647,5142,2736,2042,2948,4279,3847
Ast_001417,4685,1661,1860,3560,4107,4057,20743,3689,2660,5318,4022,10872,5486,2860,1671,1907,5007,2772
Ast_001418,2923,4437,1528,3195,3712,2804,13712,4710,3087,4268,2090,9782,4553,2149,4403,2879,5417,2889
Ast_001419,2319,3678,4346,3828,2849,3268,11283,3814,3291,3014,4769,11690,2571,4799,3107,2543,3035,3015
Ast_001420,3956,5090,4586,1922,4471,2442,17819,4589,1211,1967,3051,5968,2572,4889,2605,3847,5309,2503
Ast_001421,2121,3991,3702,3279,3974,2064,10489,2632,5104,2567,4721,10043,4171,2457,1354,3190,1860,4099
Ast_001422,2761,4305,1394,2969,3086,2235,13043,4087,3111,4003,1625,9122,4499,2264,4267,3867,5129,2661
Ast_001423,4233,5297,2323,2179,4842,1653,18926,2107,4000,5023,2279,6750,3898,2723,1535,2558,2880,2055
Ast_001424,2217,3900,4596,3793,2884,3087,10880,3242,3412,2204,4400,11580,3378,5171,2973,2926,3738,3147
Ast_001425,2914,4412,2105,3275,3910,2253,13641,4234,3156,4129,2306,10017,4514,2364,4119,4375,4223,3029
Ast_001426,4486,901,1965,3910,1606,3978,19951,2649,4288,2681,3202,11937,2344,4035,2325,3532,3318,3980
Ast_001427,4506,2534,1961,2854,4093,4419,20019,3828,3151,5058,4105,8756,4735,2267,1493,2973,4052,2872
Ast_001428,2839,4639,886,3334,3954,2391,13366,4333,2866,3746,2492,10207,4975,1999,4403,4673,4785,2625
Ast_001429,2749,3956,4109,3321,2472,3806,13004,4251,3685,3424,3959,10156,3235,4740,3315,3230,3255,2881
Ast_001430,4287,4414,4636,2024,5217,1640,19140,4573,1404,2175,2978,6253,2546,4731,3258,3991,4701,2636
Ast_001431,2846,4533,1409,2527,4101,2401,13392,4897,3269,3906,2094,7770,4600,2161,4481,4544,4462,2807
Ast_001432,4214,4658,2205,2059,4685,1488,18859,1835,4242,4148,2180,6391,3710,1870,1962,2422,2722,2111
Ast_001433,4532,1562,2570,3061,4355,3279,20135,3106,2778,4517,4556,9378,5251,2693,1215,3027,4655,3523
Ast_001434,2781,3943,1948,2595,3937,2943,13118,3581,2878,4743,2230,7972,4563,2167,4015,4467,4637,3068
Ast_001435,4288,4726,2486,2478,4369,1186,19162,1920,4001,5408,2300,7632,3629,2465,1669,2417,3443,2359
Ast_001436,2644,4861,1071,2979,3721,2721,12577,4694,3106,4129,2386,9145,4547,2138,4431,4917,4359,3199
Ast_001437,2769,4116,1087,3009,3323,2720,13076,5015,3133,4072,2021,9226,4654,2104,4123,4036,4568,2958
Ast_001438,4559,2009,2752,2778,4462,3764,20255,4026,3310,6092,4043,8535,5242,2850,2058,2548,4918,3539
Ast_001439,3765,1202,2450,4648,2129,3895,17071,1767,3985,2440,2667,14157,2899,4386,2358,3231,3286,3464
Ast_001440,1965,4047,3097,3552,4017,2301,9839,2391,4740,2900,4150,10835,4351,3335,2233,3215,1181,3954
Ast_001441,4492,4927,2557,2568,4775,1255,19965,3112,4337,4527,2356,7901,3891,2768,758,2137,3469,1836
Ast_001442,3028,4858,1527,3290,3503,2562,14106,4354,3012,4047,2237,10076,4327,2148,4111,5131,4743,2732
Ast_001443,2732,3776,1998,2916,4516,2558,12923,4977,2646,4067,1735,8929,4257,2441,4322,4267,4573,2502
Ast_001444,2387,4446,3933,3755,4298,2191,11548,1951,5027,2963,3624,11445,4301,2826,2211,2642,2082,3500
Ast_001445,5049,2533,2190,3063,4780,4065,22190,3438,2284,5561,4012,9387,4561,3123,1422,2703,4649,2856
Ast_001446,4557,4512,5125,1636,4331,3088,20233,4574,1459,2028,2181,5124,2897,5272,2667,4060,4397,2881
Ast_001447,4330,4925,4396,1935,4741,3051,19316,4482,865,2232,2724,6009,3430,4908,3290,4357,4124,2403
Ast_001448,4245,2555,2181,3033,4347,3477,18986,3558,2733,4587,4447,9290,4360,2883,2162,2507,4782,3635
Ast_001449,2156,3939,3676,3704,3929,2134,10618,2103,5591,3941,3503,11301,4082,2986,1940,3510,1904,3524
Ast_001450,3984,2113,1263,4515,2447,4329,17934,1975,4035,2049,2834,13757,2646,4489,2555,2896,2757,3755
Ast_001451,1842,3376,4044,4139,2785,3125,9381,4376,3777,2882,4712,12632,2699,5365,3565,3243,3299,3005
Ast_001452,4657,2058,1948,2796,4549,3894,20638,3372,3243,5130,4051,8586,4844,2477,1554,2687,4838,2828
Ast_001453,2011,3931,4024,3995,3841,2928,10046,2295,4341,3599,3897,12197,4328,3361,1709,3359,2061,4397
Ast_001454,3012,4556,1099,2939,3927,2285,14056,4042,2795,5011,1929,9012,4208,2309,4467,4712,4159,2647
Ast_001455,4321,2142,2160,4326,2087,3374,19275,1232,4074,2203,3348,13170,3259,4945,2170,3210,2893,3458
Ast_001456,2691,3812,1987,3136,4320,2596,12754,4376,2593,3977,2022,9604,4553,2127,4075,4663,4297,2860
Ast_001457,4315,5107,5285,1874,4755,1884,19251,4799,1657,2111,2885,5801,3129,4841,2788,4410,3701,2702
Ast_001458,2315,3246,4253,3828,2936,3183,11255,3511,4020,2180,4521,11694,2546,4673,3558,3103,3328,3177
Ast_001459,3984,1768,1665,4513,2553,3560,17935,1917,4247,2582,2398,13749,3547,5230,2249,3533,2474,3598
Ast_001460,1947,3619,4598,4105,2608,3151,9781,3375,3360,2526,4534,1000295.818,2822,5263,3325,2916,3938,2969
Ast_001461,1248,4065,3645,3227,4111,1873,7002,2617,4868,3431,4098,9887,4771,3054,2016,2407,2089,4034
Ast_001462,2728,4242,2092,2524,4240,2497,12910,4573,2787,3632,1965,7773,4456,2429,4572,4228,4707,3035
Ast_001463,1647,4728,3624,3811,3451,2459,8587,2420,4915,3362,3771,11640,4432,2804,1674,2652,1254,4428
Ast_001464,1985,4058,3701,3666,4025,2150,9937,2265,5141,3013,4293,11208,4004,2632,1438,3188,1986,3397
Ast_001465,4281,4562,2419,2571,4508,1706,19113,2556,4702,3917,2308,7930,4198,2179,2033,2225,3456,1499
